run_id,n_features,method,accuracy,baseline_accuracy
5,6,TVS-RF,0.595394737,0.815789474
5,7,TVS-RF,0.658991228,0.815789474
5,8,TVS-RF,0.640350877,0.815789474
5,9,TVS-RF,0.680921053,0.815789474
5,10,TVS-RF,0.666666667,0.815789474
5,11,TVS-RF,0.671052632,0.815789474
5,12,TVS-RF,0.685307018,0.815789474
5,13,TVS-RF,0.708333333,0.815789474
5,14,TVS-RF,0.675438596,0.815789474
5,15,TVS-RF,0.644736842,0.815789474
5,16,TVS-RF,0.691885965,0.815789474
5,17,TVS-RF,0.697368421,0.815789474
5,18,TVS-RF,0.697368421,0.815789474
5,19,TVS-RF,0.712719298,0.815789474
5,20,TVS-RF,0.691885965,0.815789474
5,21,TVS-RF,0.757675439,0.815789474
5,22,TVS-RF,0.776315789,0.815789474
5,23,TVS-RF,0.783991228,0.815789474
5,24,TVS-RF,0.776315789,0.815789474
5,25,TVS-RF,0.683114035,0.815789474
5,26,TVS-RF,0.783991228,0.815789474
5,27,TVS-RF,0.783991228,0.815789474
5,28,TVS-RF,0.79495614,0.815789474
5,29,TVS-RF,0.699561404,0.815789474
5,30,TVS-RF,0.790570175,0.815789474
5,1,REVS-RF,0.535087719,0.815789474
5,2,REVS-RF,0.734649123,0.815789474
5,3,REVS-RF,0.759868421,0.815789474
5,4,REVS-RF,0.790570175,0.815789474
